id,num_sold
137163,110.02
137164,93.1
137165,185.59
137166,183.23
137167,23.86
137168,171.49
137169,107.36
137170,709.76
137171,689.69
137172,101.24
137173,581.48
137174,479.7
137175,44.18
137176,41.96
137177,5.89
137178,41.03
137179,35.32
137180,66.29
137181,69.27
137182,10.25
137183,61.34
137184,49.81
137185,254.82
137186,251.7
137187,38.23
137188,228.21
137189,198.39
137190,224.63
137191,238.52
137192,33.68
137193,226.73
137194,191.55
137195,364.08
137196,352.86
137197,53.66
137198,317.86
137199,282.53
137200,1296.74
137201,1310.21
137202,193.73
137203,1190.16
137204,987.39
137205,131.81
137206,131.72
137207,19.27
137208,113.02
137209,101.23
137210,196.36
137211,201.24
137212,31.26
137213,160.9
137214,145.46
137215,711.18
137216,701.94
137217,113.51
137218,658.43
137219,549.49
137220,116.86
137221,114.35
137222,16.77
137223,105.66
137224,82.63
137225,173.82
137226,176.64
137227,25.78
137228,155.1
137229,135.34
137230,633.87
137231,633.88
137232,95.49
137233,596.9
137234,494.07
137235,127.74
137236,124.92
137237,19.26
137238,110.02
137239,93.1
137240,185.59
137241,183.23
137242,23.86
137243,171.49
137244,107.36
137245,709.76
137246,689.69
137247,101.24
137248,581.48
137249,479.7
137250,44.18
137251,41.96
137252,5.89
137253,41.03
137254,35.32
137255,66.29
137256,69.27
137257,10.25
137258,61.34
137259,49.81
137260,254.82
137261,251.7
137262,38.23
137263,228.21
137264,198.39
137265,224.63
137266,238.52
137267,33.68
137268,226.73
137269,191.55
137270,364.08
137271,352.86
137272,53.66
137273,317.86
137274,282.53
137275,1296.74
137276,1310.21
137277,193.73
137278,1190.16
137279,987.39
137280,131.81
137281,131.72
137282,19.27
137283,113.02
137284,101.23
137285,196.36
137286,201.24
137287,31.26
137288,160.9
137289,145.46
137290,711.18
137291,701.94
137292,113.51
137293,658.43
137294,549.49
137295,116.86
137296,114.35
137297,16.77
137298,105.66
137299,82.63
137300,173.82
137301,176.64
137302,25.78
137303,155.1
137304,135.34
137305,633.87
137306,633.88
137307,95.49
137308,596.9
137309,494.07
137310,127.74
137311,124.92
137312,19.26
137313,110.02
137314,93.1
137315,185.59
137316,183.23
137317,23.86
137318,171.49
137319,107.36
137320,709.76
137321,689.69
137322,101.24
137323,581.48
137324,479.7
137325,44.18
137326,41.96
137327,5.89
137328,41.03
137329,35.32
137330,66.29
137331,69.27
137332,10.25
137333,61.34
137334,49.81
137335,254.82
137336,251.7
137337,38.23
137338,228.21
137339,198.39
137340,224.63
137341,238.52
137342,33.68
137343,226.73
137344,191.55
137345,364.08
137346,352.86
137347,53.66
137348,317.86
137349,282.53
137350,1296.74
137351,1310.21
137352,193.73
137353,1190.16
137354,987.39
137355,131.81
137356,131.72
137357,19.27
137358,113.02
137359,101.23
137360,196.36
137361,201.24
137362,31.26
137363,160.9
137364,145.46
137365,711.18
137366,701.94
137367,113.51
137368,658.43
137369,549.49
137370,116.86
137371,114.35
137372,16.77
137373,105.66
137374,82.63
137375,173.82
137376,176.64
137377,25.78
137378,155.1
137379,135.34
137380,633.87
137381,633.88
137382,95.49
137383,596.9
137384,494.07
137385,127.74
137386,124.92
137387,19.26
137388,110.02
137389,93.1
137390,185.59
137391,183.23
137392,23.86
137393,171.49
137394,107.36
137395,709.76
137396,689.69
137397,101.24
137398,581.48
137399,479.7
137400,44.18
137401,41.96
137402,5.89
137403,41.03
137404,35.32
137405,66.29
137406,69.27
137407,10.25
137408,61.34
137409,49.81
137410,254.82
137411,251.7
137412,38.23
137413,228.21
137414,198.39
137415,224.63
137416,238.52
137417,33.68
137418,226.73
137419,191.55
137420,364.08
137421,352.86
137422,53.66
137423,317.86
137424,282.53
137425,1296.74
137426,1310.21
137427,193.73
137428,1190.16
137429,987.39
137430,131.81
137431,131.72
137432,19.27
137433,113.02
137434,101.23
137435,196.36
137436,201.24
137437,31.26
137438,160.9
137439,145.46
137440,711.18
137441,701.94
137442,113.51
137443,658.43
137444,549.49
137445,116.86
137446,114.35
137447,16.77
137448,105.66
137449,82.63
137450,173.82
137451,176.64
137452,25.78
137453,155.1
137454,135.34
137455,633.87
137456,633.88
137457,95.49
137458,596.9
137459,494.07
137460,127.74
137461,124.92
137462,19.26
137463,110.02
137464,93.1
137465,185.59
137466,183.23
137467,23.86
137468,171.49
137469,107.36
137470,709.76
137471,689.69
137472,101.24
137473,581.48
137474,479.7
137475,44.18
137476,41.96
137477,5.89
137478,41.03
137479,35.32
137480,66.29
137481,69.27
137482,10.25
137483,61.34
137484,49.81
137485,254.82
137486,251.7
137487,38.23
137488,228.21
137489,198.39
137490,224.63
137491,238.52
137492,33.68
137493,226.73
137494,191.55
137495,364.08
137496,352.86
137497,53.66
137498,317.86
137499,282.53
137500,1296.74
137501,1310.21
137502,193.73
137503,1190.16
137504,987.39
137505,131.81
137506,131.72
137507,19.27
137508,113.02
137509,101.23
137510,196.36
137511,201.24
137512,31.26
137513,160.9
137514,145.46
137515,711.18
137516,701.94
137517,113.51
137518,658.43
137519,549.49
137520,116.86
137521,114.35
137522,16.77
137523,105.66
137524,82.63
137525,173.82
137526,176.64
137527,25.78
137528,155.1
137529,135.34
137530,633.87
137531,633.88
137532,95.49
137533,596.9
137534,494.07
137535,127.74
137536,124.92
137537,19.26
137538,110.02
137539,93.1
137540,185.59
137541,183.23
137542,23.86
137543,171.49
137544,107.36
137545,709.76
137546,689.69
137547,101.24
137548,581.48
137549,479.7
137550,44.18
137551,41.96
137552,5.89
137553,41.03
137554,35.32
137555,66.29
137556,69.27
137557,10.25
137558,61.34
137559,49.81
137560,254.82
137561,251.7
137562,38.23
137563,228.21
137564,198.39
137565,224.63
137566,238.52
137567,33.68
137568,226.73
137569,191.55
137570,364.08
137571,352.86
137572,53.66
137573,317.86
137574,282.53
137575,1296.74
137576,1310.21
137577,193.73
137578,1190.16
137579,987.39
137580,131.81
137581,131.72
137582,19.27
137583,113.02
137584,101.23
137585,196.36
137586,201.24
137587,31.26
137588,160.9
137589,145.46
137590,711.18
137591,701.94
137592,113.51
137593,658.43
137594,549.49
137595,116.86
137596,114.35
137597,16.77
137598,105.66
137599,82.63
137600,173.82
137601,176.64
137602,25.78
137603,155.1
137604,135.34
137605,633.87
137606,633.88
137607,95.49
137608,596.9
137609,494.07
137610,127.74
137611,124.92
137612,19.26
137613,110.02
137614,93.1
137615,185.59
137616,183.23
137617,23.86
137618,171.49
137619,107.36
137620,709.76
137621,689.69
137622,101.24
137623,581.48
137624,479.7
137625,44.18
137626,41.96
137627,5.89
137628,41.03
137629,35.32
137630,66.29
137631,69.27
137632,10.25
137633,61.34
137634,49.81
137635,254.82
137636,251.7
137637,38.23
137638,228.21
137639,198.39
137640,224.63
137641,238.52
137642,33.68
137643,226.73
137644,191.55
137645,364.08
137646,352.86
137647,53.66
137648,317.86
137649,282.53
137650,1296.74
137651,1310.21
137652,193.73
137653,1190.16
137654,987.39
137655,131.81
137656,131.72
137657,19.27
137658,113.02
137659,101.23
137660,196.36
137661,201.24
137662,31.26
137663,160.9
137664,145.46
137665,711.18
137666,701.94
137667,113.51
137668,658.43
137669,549.49
137670,116.86
137671,114.35
137672,16.77
137673,105.66
137674,82.63
137675,173.82
137676,176.64
137677,25.78
137678,155.1
137679,135.34
137680,633.87
137681,633.88
137682,95.49
137683,596.9
137684,494.07
137685,127.74
137686,124.92
137687,19.26
137688,110.02
137689,93.1
137690,185.59
137691,183.23
137692,23.86
137693,171.49
137694,107.36
137695,709.76
137696,689.69
137697,101.24
137698,581.48
137699,479.7
137700,44.18
137701,41.96
137702,5.89
137703,41.03
137704,35.32
137705,66.29
137706,69.27
137707,10.25
137708,61.34
137709,49.81
137710,254.82
137711,251.7
137712,38.23
137713,228.21
137714,198.39
137715,224.63
137716,238.52
137717,33.68
137718,226.73
137719,191.55
137720,364.08
137721,352.86
137722,53.66
137723,317.86
137724,282.53
137725,1296.74
137726,1310.21
137727,193.73
137728,1190.16
137729,987.39
137730,131.81
137731,131.72
137732,19.27
137733,113.02
137734,101.23
137735,196.36
137736,201.24
137737,31.26
137738,160.9
137739,145.46
137740,711.18
137741,701.94
137742,113.51
137743,658.43
137744,549.49
137745,116.86
137746,114.35
137747,16.77
137748,105.66
137749,82.63
137750,173.82
137751,176.64
137752,25.78
137753,155.1
137754,135.34
137755,633.87
137756,633.88
137757,95.49
137758,596.9
137759,494.07
137760,127.74
137761,124.92
137762,19.26
137763,110.02
137764,93.1
137765,185.59
137766,183.23
137767,23.86
137768,171.49
137769,107.36
137770,709.76
137771,689.69
137772,101.24
137773,581.48
137774,479.7
137775,44.18
137776,41.96
137777,5.89
137778,41.03
137779,35.32
137780,66.29
137781,69.27
137782,10.25
137783,61.34
137784,49.81
137785,254.82
137786,251.7
137787,38.23
137788,228.21
137789,198.39
137790,224.63
137791,238.52
137792,33.68
137793,226.73
137794,191.55
137795,364.08
137796,352.86
137797,53.66
137798,317.86
137799,282.53
137800,1296.74
137801,1310.21
137802,193.73
137803,1190.16
137804,987.39
137805,131.81
137806,131.72
137807,19.27
137808,113.02
137809,101.23
137810,196.36
137811,201.24
137812,31.26
137813,160.9
137814,145.46
137815,711.18
137816,701.94
137817,113.51
137818,658.43
137819,549.49
137820,116.86
137821,114.35
137822,16.77
137823,105.66
137824,82.63
137825,173.82
137826,176.64
137827,25.78
137828,155.1
137829,135.34
137830,633.87
137831,633.88
137832,95.49
137833,596.9
137834,494.07
137835,127.74
137836,124.92
137837,19.26
137838,110.02
137839,93.1
137840,185.59
137841,183.23
137842,23.86
137843,171.49
137844,107.36
137845,709.76
137846,689.69
137847,101.24
137848,581.48
137849,479.7
137850,44.18
137851,41.96
137852,5.89
137853,41.03
137854,35.32
137855,66.29
137856,69.27
137857,10.25
137858,61.34
137859,49.81
137860,254.82
137861,251.7
137862,38.23
137863,228.21
137864,198.39
137865,224.63
137866,238.52
137867,33.68
137868,226.73
137869,191.55
137870,364.08
137871,352.86
137872,53.66
137873,317.86
137874,282.53
137875,1296.74
137876,1310.21
137877,193.73
137878,1190.16
137879,987.39
137880,131.81
137881,131.72
137882,19.27
137883,113.02
137884,101.23
137885,196.36
137886,201.24
137887,31.26
137888,160.9
137889,145.46
137890,711.18
137891,701.94
137892,113.51
137893,658.43
137894,549.49
137895,116.86
137896,114.35
137897,16.77
137898,105.66
137899,82.63
137900,173.82
137901,176.64
137902,25.78
137903,155.1
137904,135.34
137905,633.87
137906,633.88
137907,95.49
137908,596.9
137909,494.07
137910,127.74
137911,124.92
137912,19.26
137913,110.02
137914,93.1
137915,185.59
137916,183.23
137917,23.86
137918,171.49
137919,107.36
137920,709.76
137921,689.69
137922,101.24
137923,581.48
137924,479.7
137925,44.18
137926,41.96
137927,5.89
137928,41.03
137929,35.32
137930,66.29
137931,69.27
137932,10.25
137933,61.34
137934,49.81
137935,254.82
137936,251.7
137937,38.23
137938,228.21
137939,198.39
137940,224.63
137941,238.52
137942,33.68
137943,226.73
137944,191.55
137945,364.08
137946,352.86
137947,53.66
137948,317.86
137949,282.53
137950,1296.74
137951,1310.21
137952,193.73
137953,1190.16
137954,987.39
137955,131.81
137956,131.72
137957,19.27
137958,113.02
137959,101.23
137960,196.36
137961,201.24
137962,31.26
137963,160.9
137964,145.46
137965,711.18
137966,701.94
137967,113.51
137968,658.43
137969,549.49
137970,116.86
137971,114.35
137972,16.77
137973,105.66
137974,82.63
137975,173.82
137976,176.64
137977,25.78
137978,155.1
137979,135.34
137980,633.87
137981,633.88
137982,95.49
137983,596.9
137984,494.07
137985,127.74
137986,124.92
137987,19.26
137988,110.02
137989,93.1
137990,185.59
137991,183.23
137992,23.86
137993,171.49
137994,107.36
137995,709.76
137996,689.69
137997,101.24
137998,581.48
137999,479.7
138000,44.18
138001,41.96
138002,5.89
138003,41.03
138004,35.32
138005,66.29
138006,69.27
138007,10.25
138008,61.34
138009,49.81
138010,254.82
138011,251.7
138012,38.23
138013,228.21
138014,198.39
138015,224.63
138016,238.52
138017,33.68
138018,226.73
138019,191.55
138020,364.08
138021,352.86
138022,53.66
138023,317.86
138024,282.53
138025,1296.74
138026,1310.21
138027,193.73
138028,1190.16
138029,987.39
138030,131.81
138031,131.72
138032,19.27
138033,113.02
138034,101.23
138035,196.36
138036,201.24
138037,31.26
138038,160.9
138039,145.46
138040,711.18
138041,701.94
138042,113.51
138043,658.43
138044,549.49
138045,116.86
138046,114.35
138047,16.77
138048,105.66
138049,82.63
138050,173.82
138051,176.64
138052,25.78
138053,155.1
138054,135.34
138055,633.87
138056,633.88
138057,95.49
138058,596.9
138059,494.07
138060,127.74
138061,124.92
138062,19.26
138063,110.02
138064,93.1
138065,185.59
138066,183.23
138067,23.86
138068,171.49
138069,107.36
138070,709.76
138071,689.69
138072,101.24
138073,581.48
138074,479.7
138075,44.18
138076,41.96
138077,5.89
138078,41.03
138079,35.32
138080,66.29
138081,69.27
138082,10.25
138083,61.34
138084,49.81
138085,254.82
138086,251.7
138087,38.23
138088,228.21
138089,198.39
138090,224.63
138091,238.52
138092,33.68
138093,226.73
138094,191.55
138095,364.08
138096,352.86
138097,53.66
138098,317.86
138099,282.53
138100,1296.74
138101,1310.21
138102,193.73
138103,1190.16
138104,987.39
138105,131.81
138106,131.72
138107,19.27
138108,113.02
138109,101.23
138110,196.36
138111,201.24
138112,31.26
138113,160.9
138114,145.46
138115,711.18
138116,701.94
138117,113.51
138118,658.43
138119,549.49
138120,116.86
138121,114.35
138122,16.77
138123,105.66
138124,82.63
138125,173.82
138126,176.64
138127,25.78
138128,155.1
138129,135.34
138130,633.87
138131,633.88
138132,95.49
138133,596.9
138134,494.07
138135,127.74
138136,124.92
138137,19.26
138138,110.02
138139,93.1
138140,185.59
138141,183.23
138142,23.86
138143,171.49
138144,107.36
138145,709.76
138146,689.69
138147,101.24
138148,581.48
138149,479.7
138150,44.18
138151,41.96
138152,5.89
138153,41.03
138154,35.32
138155,66.29
138156,69.27
138157,10.25
138158,61.34
138159,49.81
138160,254.82
138161,251.7
138162,38.23
138163,228.21
138164,198.39
138165,224.63
138166,238.52
138167,33.68
138168,226.73
138169,191.55
138170,364.08
138171,352.86
138172,53.66
138173,317.86
138174,282.53
138175,1296.74
138176,1310.21
138177,193.73
138178,1190.16
138179,987.39
138180,131.81
138181,131.72
138182,19.27
138183,113.02
138184,101.23
138185,196.36
138186,201.24
138187,31.26
138188,160.9
138189,145.46
138190,711.18
138191,701.94
138192,113.51
138193,658.43
138194,549.49
138195,116.86
138196,114.35
138197,16.77
138198,105.66
138199,82.63
138200,173.82
138201,176.64
138202,25.78
138203,155.1
138204,135.34
138205,633.87
138206,633.88
138207,95.49
138208,596.9
138209,494.07
138210,127.74
138211,124.92
138212,19.26
138213,110.02
138214,93.1
138215,185.59
138216,183.23
138217,23.86
138218,171.49
138219,107.36
138220,709.76
138221,689.69
138222,101.24
138223,581.48
138224,479.7
138225,44.18
138226,41.96
138227,5.89
138228,41.03
138229,35.32
138230,66.29
138231,69.27
138232,10.25
138233,61.34
138234,49.81
138235,254.82
138236,251.7
138237,38.23
138238,228.21
138239,198.39
138240,224.63
138241,238.52
138242,33.68
138243,226.73
138244,191.55
138245,364.08
138246,352.86
138247,53.66
138248,317.86
138249,282.53
138250,1296.74
138251,1310.21
138252,193.73
138253,1190.16
138254,987.39
138255,131.81
138256,131.72
138257,19.27
138258,113.02
138259,101.23
138260,196.36
138261,201.24
138262,31.26
138263,160.9
138264,145.46
138265,711.18
138266,701.94
138267,113.51
138268,658.43
138269,549.49
138270,116.86
138271,114.35
138272,16.77
138273,105.66
138274,82.63
138275,173.82
138276,176.64
138277,25.78
138278,155.1
138279,135.34
138280,633.87
138281,633.88
138282,95.49
138283,596.9
138284,494.07
138285,127.74
138286,124.92
138287,19.26
138288,110.02
138289,93.1
138290,185.59
138291,183.23
138292,23.86
138293,171.49
138294,107.36
138295,709.76
138296,689.69
138297,101.24
138298,581.48
138299,479.7
138300,44.18
138301,41.96
138302,5.89
138303,41.03
138304,35.32
138305,66.29
138306,69.27
138307,10.25
138308,61.34
138309,49.81
138310,254.82
138311,251.7
138312,38.23
138313,228.21
138314,198.39
138315,224.63
138316,238.52
138317,33.68
138318,226.73
138319,191.55
138320,364.08
138321,352.86
138322,53.66
138323,317.86
138324,282.53
138325,1296.74
138326,1310.21
138327,193.73
138328,1190.16
138329,987.39
138330,131.81
138331,131.72
138332,19.27
138333,113.02
138334,101.23
138335,196.36
138336,201.24
138337,31.26
138338,160.9
138339,145.46
138340,711.18
138341,701.94
138342,113.51
138343,658.43
138344,549.49
138345,116.86
138346,114.35
138347,16.77
138348,105.66
138349,82.63
138350,173.82
138351,176.64
138352,25.78
138353,155.1
138354,135.34
138355,633.87
138356,633.88
138357,95.49
138358,596.9
138359,494.07
138360,127.74
138361,124.92
138362,19.26
138363,110.02
138364,93.1
138365,185.59
138366,183.23
138367,23.86
138368,171.49
138369,107.36
138370,709.76
138371,689.69
138372,101.24
138373,581.48
138374,479.7
138375,44.18
138376,41.96
138377,5.89
138378,41.03
138379,35.32
138380,66.29
138381,69.27
138382,10.25
138383,61.34
138384,49.81
138385,254.82
138386,251.7
138387,38.23
138388,228.21
138389,198.39
138390,224.63
138391,238.52
138392,33.68
138393,226.73
138394,191.55
138395,364.08
138396,352.86
138397,53.66
138398,317.86
138399,282.53
138400,1296.74
138401,1310.21
138402,193.73
138403,1190.16
138404,987.39
138405,131.81
138406,131.72
138407,19.27
138408,113.02
138409,101.23
138410,196.36
138411,201.24
138412,31.26
138413,160.9
138414,145.46
138415,711.18
138416,701.94
138417,113.51
138418,658.43
138419,549.49
138420,116.86
138421,114.35
138422,16.77
138423,105.66
138424,82.63
138425,173.82
138426,176.64
138427,25.78
138428,155.1
138429,135.34
138430,633.87
138431,633.88
138432,95.49
138433,596.9
138434,494.07
138435,127.74
138436,124.92
138437,19.26
138438,110.02
138439,93.1
138440,185.59
138441,183.23
138442,23.86
138443,171.49
138444,107.36
138445,709.76
138446,689.69
138447,101.24
138448,581.48
138449,479.7
138450,44.18
138451,41.96
138452,5.89
138453,41.03
138454,35.32
138455,66.29
138456,69.27
138457,10.25
138458,61.34
138459,49.81
138460,254.82
138461,251.7
138462,38.23
138463,228.21
138464,198.39
138465,224.63
138466,238.52
138467,33.68
138468,226.73
138469,191.55
138470,364.08
138471,352.86
138472,53.66
138473,317.86
138474,282.53
138475,1296.74
138476,1310.21
138477,193.73
138478,1190.16
138479,987.39
138480,131.81
138481,131.72
138482,19.27
138483,113.02
138484,101.23
138485,196.36
138486,201.24
138487,31.26
138488,160.9
138489,145.46
138490,711.18
138491,701.94
138492,113.51
138493,658.43
138494,549.49
138495,116.86
138496,114.35
138497,16.77
138498,105.66
138499,82.63
138500,173.82
138501,176.64
138502,25.78
138503,155.1
138504,135.34
138505,633.87
138506,633.88
138507,95.49
138508,596.9
138509,494.07
138510,127.74
138511,124.92
138512,19.26
138513,110.02
138514,93.1
138515,185.59
138516,183.23
138517,23.86
138518,171.49
138519,107.36
138520,709.76
138521,689.69
138522,101.24
138523,581.48
138524,479.7
138525,44.18
138526,41.96
138527,5.89
138528,41.03
138529,35.32
138530,66.29
138531,69.27
138532,10.25
138533,61.34
138534,49.81
138535,254.82
138536,251.7
138537,38.23
138538,228.21
138539,198.39
138540,224.63
138541,238.52
138542,33.68
138543,226.73
138544,191.55
138545,364.08
138546,352.86
138547,53.66
138548,317.86
138549,282.53
138550,1296.74
138551,1310.21
138552,193.73
138553,1190.16
138554,987.39
138555,131.81
138556,131.72
138557,19.27
138558,113.02
138559,101.23
138560,196.36
138561,201.24
138562,31.26
138563,160.9
138564,145.46
138565,711.18
138566,701.94
138567,113.51
138568,658.43
138569,549.49
138570,116.86
138571,114.35
138572,16.77
138573,105.66
138574,82.63
138575,173.82
138576,176.64
138577,25.78
138578,155.1
138579,135.34
138580,633.87
138581,633.88
138582,95.49
138583,596.9
138584,494.07
138585,127.74
138586,124.92
138587,19.26
138588,110.02
138589,93.1
138590,185.59
138591,183.23
138592,23.86
138593,171.49
138594,107.36
138595,709.76
138596,689.69
138597,101.24
138598,581.48
138599,479.7
138600,44.18
138601,41.96
138602,5.89
138603,41.03
138604,35.32
138605,66.29
138606,69.27
138607,10.25
138608,61.34
138609,49.81
138610,254.82
138611,251.7
138612,38.23
138613,228.21
138614,198.39
138615,224.63
138616,238.52
138617,33.68
138618,226.73
138619,191.55
138620,364.08
138621,352.86
138622,53.66
138623,317.86
138624,282.53
138625,1296.74
138626,1310.21
138627,193.73
138628,1190.16
138629,987.39
138630,131.81
138631,131.72
138632,19.27
138633,113.02
138634,101.23
138635,196.36
138636,201.24
138637,31.26
138638,160.9
138639,145.46
138640,711.18
138641,701.94
138642,113.51
138643,658.43
138644,549.49
138645,116.86
138646,114.35
138647,16.77
138648,105.66
138649,82.63
138650,173.82
138651,176.64
138652,25.78
138653,155.1
138654,135.34
138655,633.87
138656,633.88
138657,95.49
138658,596.9
138659,494.07
138660,127.74
138661,124.92
138662,19.26
138663,110.02
138664,93.1
138665,185.59
138666,183.23
138667,23.86
138668,171.49
138669,107.36
138670,709.76
138671,689.69
138672,101.24
138673,581.48
138674,479.7
138675,44.18
138676,41.96
138677,5.89
138678,41.03
138679,35.32
138680,66.29
138681,69.27
138682,10.25
138683,61.34
138684,49.81
138685,254.82
138686,251.7
138687,38.23
138688,228.21
138689,198.39
138690,224.63
138691,238.52
138692,33.68
138693,226.73
138694,191.55
138695,364.08
138696,352.86
138697,53.66
138698,317.86
138699,282.53
138700,1296.74
138701,1310.21
138702,193.73
138703,1190.16
138704,987.39
138705,131.81
138706,131.72
138707,19.27
138708,113.02
138709,101.23
138710,196.36
138711,201.24
138712,31.26
138713,160.9
138714,145.46
138715,711.18
138716,701.94
138717,113.51
138718,658.43
138719,549.49
138720,116.86
138721,114.35
138722,16.77
138723,105.66
138724,82.63
138725,173.82
138726,176.64
138727,25.78
138728,155.1
138729,135.34
138730,633.87
138731,633.88
138732,95.49
138733,596.9
138734,494.07
138735,127.74
138736,124.92
138737,19.26
138738,110.02
138739,93.1
138740,185.59
138741,183.23
138742,23.86
138743,171.49
138744,107.36
138745,709.76
138746,689.69
138747,101.24
138748,581.48
138749,479.7
138750,44.18
138751,41.96
138752,5.89
138753,41.03
138754,35.32
138755,66.29
138756,69.27
138757,10.25
138758,61.34
138759,49.81
138760,254.82
138761,251.7
138762,38.23
138763,228.21
138764,198.39
138765,224.63
138766,238.52
138767,33.68
138768,226.73
138769,191.55
138770,364.08
138771,352.86
138772,53.66
138773,317.86
138774,282.53
138775,1296.74
138776,1310.21
138777,193.73
138778,1190.16
138779,987.39
138780,131.81
138781,131.72
138782,19.27
138783,113.02
138784,101.23
138785,196.36
138786,201.24
138787,31.26
138788,160.9
138789,145.46
138790,711.18
138791,701.94
138792,113.51
138793,658.43
138794,549.49
138795,116.86
138796,114.35
138797,16.77
138798,105.66
138799,82.63
138800,173.82
138801,176.64
138802,25.78
138803,155.1
138804,135.34
138805,633.87
138806,633.88
138807,95.49
138808,596.9
138809,494.07
138810,127.74
138811,124.92
138812,19.26
138813,110.02
138814,93.1
138815,185.59
138816,183.23
138817,23.86
138818,171.49
138819,107.36
138820,709.76
138821,689.69
138822,101.24
138823,581.48
138824,479.7
138825,44.18
138826,41.96
138827,5.89
138828,41.03
138829,35.32
138830,66.29
138831,69.27
138832,10.25
138833,61.34
138834,49.81
138835,254.82
138836,251.7
138837,38.23
138838,228.21
138839,198.39
138840,224.63
138841,238.52
138842,33.68
138843,226.73
138844,191.55
138845,364.08
138846,352.86
138847,53.66
138848,317.86
138849,282.53
138850,1296.74
138851,1310.21
138852,193.73
138853,1190.16
138854,987.39
138855,131.81
138856,131.72
138857,19.27
138858,113.02
138859,101.23
138860,196.36
138861,201.24
138862,31.26
138863,160.9
138864,145.46
138865,711.18
138866,701.94
138867,113.51
138868,658.43
138869,549.49
138870,116.86
138871,114.35
138872,16.77
138873,105.66
138874,82.63
138875,173.82
138876,176.64
138877,25.78
138878,155.1
138879,135.34
138880,633.87
138881,633.88
138882,95.49
138883,596.9
138884,494.07
138885,127.74
138886,124.92
138887,19.26
138888,110.02
138889,93.1
138890,185.59
138891,183.23
138892,23.86
138893,171.49
138894,107.36
138895,709.76
138896,689.69
138897,101.24
138898,581.48
138899,479.7
138900,44.18
138901,41.96
138902,5.89
138903,41.03
138904,35.32
138905,66.29
138906,69.27
138907,10.25
138908,61.34
138909,49.81
138910,254.82
138911,251.7
138912,38.23
138913,228.21
138914,198.39
138915,224.63
138916,238.52
138917,33.68
138918,226.73
138919,191.55
138920,364.08
138921,352.86
138922,53.66
138923,317.86
138924,282.53
138925,1296.74
138926,1310.21
138927,193.73
138928,1190.16
138929,987.39
138930,131.81
138931,131.72
138932,19.27
138933,113.02
138934,101.23
138935,196.36
